sampleID	measurement1	measurement2	measurement3
10-D64PM	169001891646.097	130647466879.635	102151084107.774
10-D7	301360479007.338	114643473652.03	345134905757.602
10-D8	185384119733.053	272906327865.495	227370173390.085
10-D9	174139026605.971	107588132439.449	129320936983.619
2-D0AM	8097579.61661941	8536465.8116019	9538355.24370679
2-D0PM	29727973.8855468	56141273.2980376	24364385.0249872
2-D10	41290040113.6863	64235676191.7848	83845565730.1903
2-D11	29813632146.1317	65875384712.5113	50778117903.7023
2-D14	16477705228.6958	71049070088.9006	24988685454.7847
2-D16	36664874854.7068	62378985174.2013	38759987312.7653
2-D18	45232566585.6605	23205043819.9815	23302490408.6036
2-D1AM	151607834065.615	382576130495.652	232129633552.099
2-D1PM	4096267649.9347	10337140648.6628	10365582304.646
2-D21AM	96172168318.3464	171834286165.966	94880822923.2862
2-D21PM	205524335505.795	67550021795.9975	255451308344.612
2-D22AM	60558362970.2339	131404270275.096	108060027697.29
2-D22PM	91639598819.6569	142055911312.306	138902900190.484
2-D23AM	43242325772.8369	65089446895.7818	54184122357.5506
2-D23PM	74259662634.1006	116235733670.362	116350656076.982
2-D24	143630016587.815	208415609343.689	252021284348.355
2-D25	89980137212.24	108978701111.479	140199256911.42
2-D28AM	55936838438.4806	83114080565.9185	57890100372.0719
2-D28PM	63820889495.6752	96676954233.4679	106023257192.804
2-D29AM	142962109861.153	135142386145.221	344575257204.639
2-D29PM	220169225575.799	164956099752.554	291378910039.193
2-D2AM	3134399726.47683	7570235003.34143	13617737385.2903
2-D2PM	15867908408.6187	17650644345.7662	23635722122.0047
2-D30AM	339868862734.173	118287277577.49	524722802513.739
2-D30PM	25206515656.4558	16295107582.3727	31571354937.8957
2-D31AM	338301306659.859	376526767719.623	486140925607.491
2-D31PM	138056808192.332	171631694275.745	295954087488.356
2-D32	148534736585.357	125946712928.287	161934915760.637
2-D33	207677495441.833	318158262068.874	259373407076.141
2-D35AM	106485075340.273	207344906506.627	227396044411.043
2-D35PM	136222329854.883	135568054061.925	171527608413.367
2-D36AM	134498186193.025	110551288334.489	243686248482.282
2-D36PM	181893966582.632	217267383880.463	306651944680.181
2-D37AM	33828915998.9272	65197173727.8134	39361520495.5488
2-D37PM	56948032511.988	101208394204.994	91948856327.6464
2-D38	81021152717.6362	118406981768.12	125003359826.745
2-D39	91848937099.7902	146434727666.104	138367194661.711
2-D3AM	11421116251.8822	24200245623.9411	18719856944.4243
2-D3PM	42832166048.3294	57391824083.5347	83134697319.94
2-D42AM	49234505957.0616	107087810892.884	73994173958.3342
2-D42PM	72178820630.7487	92113076663.3167	87845327232.9865
2-D43AM	15919674580.2094	29030089468.2266	31387176159.2176
2-D43PM	12379777544.7487	12837685830.3078	19963707682.4105
2-D44AM	16698034672.5742	20311933571.8991	21929225514.0048
2-D44PM	17427625601.4055	32965852668.0889	37710572441.0374
2-D45AM	14672546925.1458	14137963828.2598	14249820727.0945
2-D45PM	9901020987.32288	13896822731.4185	12923385124.11
2-D46	12691494913.1337	16873397206.7189	16128096049.7356
2-D47	31046265445.9884	42387500795.5235	72251364334.101
2-D4AM	45485919941.9315	67572063847.6398	85021835384.5889
2-D4PM	17691156654.74	41790281503.752	40465127119.0045
2-D5	18402114965.1985	29286254282.7874	29679010039.289
2-D50AM	14073183971.5113	23596253440.2694	23261247384.6367
2-D50PM	8229638304.76992	32901375189.2528	11458743151.4436
2-D51AM	17929365519.0067	26160143175.0083	28461149080.7568
2-D51PM	25913718155.5916	11332185333.8285	30300366379.6617
2-D52AM	6842636329.84178	11864112528.8305	10852917348.4794
2-D52PM	18596443026.497	59729122085.2242	28187947868.3202
2-D53	41973344114.2307	36769092519.8888	51373046901.7451
2-D54	36985979275.0104	40700420862.1256	55893394625.1733
2-D57AM	109837332975.415	222684199159.652	116660842708.867
2-D57PM	49040509918.2865	69001767007.2125	71415696801.0901
2-D58AM	66646977419.6006	68109926376.1334	67494149251.7049
2-D58PM	65989219216.0037	104329133741.555	92464815959.99
2-D59AM	69844309712.4827	93298030323.1181	104705966258.372
2-D59PM	105897121851.215	147413703058.773	152160657098.88
2-D6	24374766970.7044	21103485853.6269	34415373873.4651
2-D60AM	340071530615.808	105264027095.673	343602640836.609
2-D60PM	32607459918.3571	37443749499.7405	45377366315.8281
2-D61	62889636355.1752	82189460771.4013	62415575809.6975
2-D62	145483357093.88	290359107560.749	127196413147.861
2-D63	5752414612.28914	11342357506.6735	11076196619.4777
2-D64AM	70238452837.8773	101239202231.644	81290975965.3134
2-D64PM	244303816228.653	307758362432.747	264478599867.232
2-D7	63940635036.2819	24028686833.0957	73917832441.1795
2-D8	131202753593.846	202878593797.378	111401605701.703
2-D9	59563252958.9987	136371020165.875	127689214381.694
3-D0AM	16306635.4466315	18837859.5518176	52969673.9318734
3-D0PM	2427086251.5682	2657265381.30027	6204210421.30315
3-D10	39548527671.2441	80474378763.5456	74781247126.5961
3-D11	63216736967.0549	44347783303.204	78470784932.4905
3-D14	36310643721.6962	79980366037.9971	45859995862.1277
3-D16	67803999238.3832	80553339705.0084	72545148070.5078
3-D18	52293408810.2526	106854586601.095	64854548610.4563
3-D1AM	55829601178.6587	111450767540.691	81788041305.5421
3-D1PM	18636078434.8415	27555911728.8516	25163873599.8972
3-D21AM	111232485832.335	171667922083.212	185632401563.367
3-D21PM	55135410586.573	92044524281.4617	109979107511.349
3-D22AM	34022161688.6112	63159233425.4208	70237501822.5561
3-D22PM	52215968378.6555	75363523208.6559	72255534132.4169
3-D23AM	22922524953.4772	46544335516.1301	48520970876.8024
3-D23PM	151663545922.354	70382348071.6091	140622321563.163
3-D24	89256525135.155	173649448556.163	201075489418.334
3-D25	329993470727.612	143728740072.959	342374366790.489
3-D28AM	79532682289.3845	118388697990.952	83697317964.1173
3-D29AM	515925902762.978	413879885172.335	784458153746.916
3-D29PM	272174793987.869	402045089268.741	417942017842.879
3-D2AM	9364976956.65973	8018814923.14718	14892071034.6887
3-D2PM	33472811063.0686	40188636011.6655	49860626385.3234
3-D30AM	250067485581.18	247210693563.425	487561871710.06
3-D30PM	67778814569.3378	152200221625.267	63165742708.6078
3-D31AM	263287315213.63	332403260841.282	324993035912.538
3-D31PM	280634795314.427	202927737151.015	196495793261.422
3-D32	127193454007.846	218556788073.99	96798744453.6703
3-D33	136275941022.323	280962698467.335	130826405225.096
3-D35AM	67835565713.7601	89136404951.7556	124275248929.321
3-D35PM	139880265855.401	356556365786.155	328351789020.64
3-D36AM	182855772250.335	292974511669.177	302908786324.646
3-D36PM	204354988157.849	83166027041.6353	220640824647.876
3-D37AM	54848680457.6318	38603114700.0782	50562317431.7697
3-D38	47277340086.8274	61964996641.0904	78777643648.672
3-D39	51842146274.6265	76842491887.3428	84632322912.6887
3-D3AM	8789862274.90607	14272595703.0613	13819714804.0307
3-D3PM	54539167390.6411	153266535336.278	131886551494.958
3-D42AM	83377032911.178	147765962549.853	96441988582.2017
3-D42PM	80198158181.7277	63666898149.4403	106493416636.184
3-D43AM	19174521066.7664	45132136822.8485	27079908019.4648
3-D43PM	27310256565.1272	9790780875.40144	38557639516.8061
3-D44AM	21273693001.2417	56174608813.0741	16228488143.4099
3-D44PM	102571037717.019	113628396689.643	140026159321.31
3-D45AM	28556261159.623	34660935543.3522	39704887606.2431
3-D45PM	26577636530.4254	45905710800.7707	40703964895.0411
3-D46	9967287903.28048	23827311972.5781	11352386147.7622
3-D47	19836330311.1077	46919573275.586	47837436012.7813
3-D4AM	10620520882.5593	18214007637.7543	12256686354.4107
3-D4PM	48316798165.1025	48357223459.4125	80503283249.9373
3-D5	34542296863.415	38340355669.2199	41500916623.3131
3-D50AM	9680789489.83652	18170867759.4424	8827443022.64998
3-D50PM	53104521353.7375	91048937417.1729	67362142778.6466
3-D51AM	30225086209.8204	55445539783.3065	78202692168.5627
3-D51PM	10568461765.1198	13510545660.0425	21255242494.5514
3-D52AM	4420050606.86623	6450838206.83103	7189629530.12798
3-D52PM	25123892040.3748	15012157870.6397	24112138557.1404
3-D53	48142541421.7978	91799759092.8318	76649500577.6762
3-D54	45284392140.9171	84462312666.8538	63181778115.3393
3-D57AM	96863642011.9255	239540576290.787	132333773248.849
3-D57PM	170161355934.288	176124713227.967	218783159347.434
3-D58AM	138797814935.012	388014770512.985	260074788090.679
3-D58PM	152014815228.507	229939963588.285	296971797991.226
3-D59AM	270827545162.436	151980918359.956	250618895925.572
3-D59PM	47671105860.8496	65744486695.667	71549702833.1619
3-D6	60289609631.9058	46726905169.5713	62821985652.064
3-D60AM	117497257805.151	168504725006.075	192101188418.456
3-D60PM	98583752483.4833	127535908233.836	117938511546.754
3-D61	93747288143.8248	190328625522.455	80033347427.4058
3-D62	310024402422.599	243958772589.478	427105057120.541
3-D63	32080195171.851	50813227798.8363	39196602842.9698
3-D64AM	118309900990.274	203515393194.646	186153604410.656
3-D64PM	128640496190.261	246767681967.468	232571202859.443
3-D7	55552984935.1276	81116391666.5213	85483851883.8163
3-D8	99794370655.8481	167858817180.54	197577120101.96
3-D9	66398430002.4606	79537657523.3797	134280447268.029
4-D0AM	3234545.74142511	6191312.03392561	7706585.86798244
4-D0PM	39501640.1208825	25256051.4321287	88418981.2090978
4-D10	102353644677.422	155902392892.162	291146343318.241
4-D11	47753674879.0655	83301950314.0943	62656949439.5499
4-D14	63508832024.5631	92731729112.7621	69399728530.2461
4-D16	33208488799.6222	45643772606.1821	42375708916.9163
4-D18	38773253675.9236	61890002478.1704	52143630460.6006
4-D1AM	15035314732.0318	29560939680.426	27436204704.6521
4-D1PM	10286138745.8608	22160616078.9548	23847925595.406
4-D21AM	25179208584.0092	74769857567.2651	52806169254.5475
4-D21PM	40254881260.4985	56359342569.0413	50940560317.7426
4-D22AM	41416826861.5791	60066753323.3993	82067250607.8153
4-D22PM	39684137266.8104	40454651406.4153	58069771026.6099
4-D23AM	72188010818.3658	130692644727.298	165969826494.443
4-D23PM	63835950228.3247	150958501348.336	88617445514.9091
4-D24	55885857818.2686	93724114544.9638	84694473857.1743
4-D25	81546146975.8632	104904537559.544	137855196693.73
4-D28AM	100578499420.589	150261346412.149	139639653591.98
4-D29AM	493590779177.781	456885584676.691	505415886006.12
4-D29PM	152798473306.145	182881269997.848	290896351499.703
4-D2AM	14881136911.4207	28600233381.6049	19928204106.9596
4-D2PM	13077607911.2722	12623084950.9703	14801043512.2868
4-D30AM	420584222935.626	294949555296.861	635867227489.692
4-D30PM	134951473715.461	177662500934.709	243709441467.543
4-D31AM	250852994609.98	440409288007.072	199099775313.369
4-D31PM	175898320988.189	231735251675.676	217525234582.134
4-D32	142625757291.131	231872927906.938	216205486887.718
4-D33	128442058474.77	106827527804.952	149325857639.777
4-D35AM	185587780109.101	182205674650.413	212169048807.83
4-D35PM	129374526627.949	246773666584.382	285759118367.366
4-D36AM	77861359075.8837	139709193426.569	123303516852.47
4-D36PM	50430745621.2161	81400221799.1588	114571524287.539
4-D37AM	153508669410.123	229618406870.993	168060670441.37
4-D37PM	30712533375.8536	46463420175.6123	33575503919.1117
4-D38	145316476243.789	160530091694.105	166907455645.286
4-D39	133498853971.996	199443095203.452	120129149114.17
4-D3AM	18803405926.1732	45422733906.6315	26710490746.7902
4-D3PM	18877013321.021	34107727704.4759	56477834360.2743
4-D42AM	56396432703.5609	105267344264.903	64461880381.0983
4-D42PM	186725158830.996	136578790237.268	215537472358.569
4-D43AM	76755290077.4312	29880230153.3942	80590103461.068
4-D43PM	10789276773.469	15734448470.539	16371558974.1559
4-D44AM	22310508540.6061	26193191725.3452	10378964783.3422
4-D44PM	24840434691.426	22508857571.3635	39985485517.4254
4-D45AM	18250717731.4199	29960318123.0949	8792718112.67318
4-D45PM	49320379833.3376	19054331076.0725	51655041998.818
4-D46	13646944991.376	27701452949.7294	29077600418.6493
4-D47	12864039449.0423	19857060889.7766	43766873571.9058
4-D4AM	104499357952.934	42382158436.6575	99391616966.8987
4-D4PM	25556017680.9734	66893514529.4249	33944271668.8092
4-D5	9549961807.6331	20230793374.8906	20548821765.0882
4-D50AM	14481735374.3096	26209658718.3443	25342325325.0772
4-D50PM	13048880444.5165	35979465570.367	31788819893.2132
4-D51AM	18013803989.5272	24487565874.1822	26886225318.5085
4-D51PM	26202918982.4557	31840971677.5668	60492526928.2241
4-D52AM	54088804504.3633	21159408233.5029	46774099970.5045
4-D52PM	16044130372.2529	29199498130.3891	16738184882.4745
4-D53	15006289769.319	30280609833.413	34110912189.1086
4-D54	50334717894.4905	19727013274.8083	48895593866.9
4-D57AM	148956159625.04	91696632165.9297	155862830666.772
4-D57PM	112114563350.719	160212539011.329	173400905706.454
4-D58AM	77846474908.2845	99298696538.4471	140788350483.934
4-D58PM	62933220558.668	105202909376.598	85936997274.9204
4-D59AM	22270402719.3655	45259261670.7562	45746192908.0885
4-D59PM	46414490359.8499	80364682027.6863	137863131389.865
4-D6	21337215986.1441	33453983627.9188	41584577122.4231
4-D60AM	91908488150.7944	140462024089.043	84736251816.7973
4-D60PM	55411591533.5592	94722640848.8176	66216319063.8322
4-D61	58984297250.6081	111197859946.279	59738327468.2161
4-D62	201823339321.404	163622942041.528	199105676118.19
4-D63	28465244246.6188	76653760710.6959	38337520861.6321
4-D64AM	64590185582.0511	113643971631.629	76372881068.5816
4-D64PM	65127613386.3937	124185054857.818	69174064682.9664
4-D7	48248300248.307	69480859054.5112	76968984574.2185
4-D8	12937352947.1364	13096093697.3613	8889158361.50563
4-D9	218493488416.235	371157613990.291	264222574157.084
5-D0AM	33351031.0214277	67423006.3141979	54242119.0920729
5-D0PM	13459412401.3853	16631393060.8609	28172787245.0898
5-D10	33579819136.9817	55148828659.8594	34566831752.7742
5-D11	33396199933.2816	126663845334.381	52029996946.7259
5-D14	72715198432.6242	26890153122.7305	74614117664.8453
5-D16	34488803075.0212	78434509050.7402	73337317078.4499
5-D18	24657053716.7692	62361979069.4796	40124402702.0509
5-D1AM	43522018667.0559	72076358243.6898	65995131266.8557
5-D1PM	17530945215.0702	36873057918.0314	31526548558.1883
5-D21AM	58869534986.331	81589693410.5766	129666036887.563
5-D21PM	86548889943.8143	120714316623.209	115559295037.352
5-D22AM	66262479720.7694	87548671550.2658	101294063225.338
5-D22PM	107943549551.153	114232849505.327	218243360081.258
5-D23AM	50902167578.4549	73800022067.3714	65516892650.8063
5-D23PM	99297584729.253	150744273641.53	154539754205.268
5-D24	67251631547.0903	67076539193.3725	92769230452.7225
5-D25	102182118651.125	62990602504.735	93715202413.8045
5-D28AM	53236022758.5947	86471523392.5355	73849430074.6249
5-D28PM	131604388401.45	221778838033.178	148390062635.307
5-D29AM	122086783868.395	473748884840.839	137269808919.04
5-D29PM	171299135317.75	140473026045.6	231258803464.78
5-D2AM	25229238547.6206	36623836575.1605	41948879499.1915
5-D2PM	20429162437.5235	41237030074.6582	36660952990.1554
5-D30AM	188691218596.087	304725887486.103	254150422340.443
5-D30PM	185756644700.22	224457458119.841	204845992886.343
5-D31AM	104851907664.215	58127971812.0219	92657801693.6581
5-D31PM	232276202004.253	268180662971.899	366999375619.317
5-D32	242862600656.182	271440158539.576	237556009869.462
5-D33	138329628745.027	162994899409.2	196838867394.399
5-D35AM	158175668664.712	87253038649.1106	173408467377.563
5-D35PM	157070056987.08	185964404218.265	115820986847.838
5-D36AM	148183427449.911	224815212264.665	310132426999.982
5-D36PM	114116045511.139	212591047536.242	227996591255.208
5-D37AM	60472647459.883	106512351515.873	83133764232.211
5-D37PM	192183463747.15	78707621449.0937	237943056431.77
5-D38	68054370911.848	115576000610.856	124888065111.85
5-D39	89687717446.4569	135925001442.092	150047548136.309
5-D3AM	59342086999.5197	105590374588.625	79637095243.6337
5-D3PM	154915159110.276	178652985826.68	395572909837.064
5-D42AM	33889860205.3809	62455455846.4635	68739138660.0206
5-D42PM	51420412454.809	68379725459.3452	77187322819.3069
5-D43AM	15692838968.0225	21867469021.2075	44402058014.4662
5-D43PM	16236442755.08	27725949064.5012	39465139120.4281
5-D44AM	8036552516.59633	25758695716.5731	8900809219.3815
5-D44PM	43572954971.2365	44544390890.5293	28834735317.0216
5-D45AM	30440009382.1253	14063468734.4486	28017517527.6794
5-D45PM	27871155876.2967	39700816736.3941	40442833708.4421
5-D46	15169928208.9286	35845203354.3652	14530123297.4843
5-D47	25829131095.5462	14379176276.9974	32303761416.3416
5-D4AM	17358299591.3352	25545492362.9997	43499511892.0529
5-D4PM	38673251331.8273	65895561609.5377	37613147946.0535
5-D5	22472169831.9047	13785678969.2055	24994397239.776
5-D50AM	36875696703.8306	14249895860.7607	49453164234.7827
5-D50PM	43652771551.2044	46296033106.5569	35068233038.496
5-D51AM	15916338471.6304	9091024681.5808	18636867282.3729
5-D51PM	16176108122.9131	39690892192.8967	39415016569.4009
5-D52AM	10543448733.1975	21310077240.6667	16658981556.7719
5-D52PM	20704900835.6359	44422474438.806	30161070619.0064
5-D53	12481424096.7166	14137014376.4133	28133837841.5822
5-D54	3367723349.10735	4332127167.16242	6642643303.66909
5-D57AM	42111271891.5435	57489534196.7578	64072338696.2866
5-D57PM	48594445603.6968	90896970424.9789	102381450206.694
5-D58AM	114228125696.192	200929144418.176	189397494187.991
5-D58PM	240818365726.204	300394639826.227	379738908481.984
5-D59AM	51234063163.1518	117200297537.339	106984802414.425
5-D59PM	113172933841.261	105818516900.138	160976916371.097
5-D6	36009720653.1827	63945938779.7269	85070303503.7631
5-D60AM	54900239765.1069	103708617394.589	122680732406.535
5-D60PM	130483779731.79	72915135752.8864	137552854466.408
5-D61	91537618935.3925	142633725573.285	166985088774.431
5-D62	104562873961.67	116752263739.724	155198411808.567
5-D63	53811568832.1906	59533375547.3362	94474425787.2207
5-D64AM	61864359019.5524	117617965772.192	113392170529.433
5-D64PM	56401672660.1751	112417270871.923	115569496500.539
5-D7	58510286696.3937	78810305332.1918	35397821057.1116
5-D8	24516193361.5728	54736700180.9469	52844275938.8757
5-D9	50886522819.8901	64139017664.9085	66217177233.9348
6-D0AM	7090394.45921166	19063531.2313067	9145011.96610005
6-D0PM	27493632355.9921	38249805024.6793	46841199846.7408
6-D10	96952911341.4692	160300048733.776	203962003445.959
6-D11	155156779404.699	212049462985.997	248603667327.462
6-D14	55784726914.2834	86154082443.9487	90212800163.4751
6-D16	102541803008.364	177242747513.512	192664438281.274
6-D18	31844897344.089	86300076771.2732	56344759453.2935
6-D1AM	4336746535.4315	8576650934.55679	6635881279.36137
6-D1PM	1061309422.14636	1615512073.33977	2267917333.27884
6-D21AM	61917558336.9773	90968995812.6394	115114472044.006
6-D21PM	46436049645.0688	79123613055.1106	96837439929.1394
6-D22AM	52548011253.2024	52099157715.3925	88302560823.5965
6-D22PM	72883367437.7084	108269081674.605	168688747967.098
6-D23AM	32570603739.3616	45522091843.5297	38893188875.6981
6-D23PM	64763882937.2231	130558212869.598	149139576096.992
6-D24	53584854196.0564	103108800054.795	127507127116.788
6-D25	134893155484.75	253831136097.363	214417537970.434
6-D28AM	114816803324.298	173533596449.869	153200635918.793
6-D28PM	291283678721.643	313482913680.81	391597335638.882
6-D29AM	216363792156.898	361169364311.119	415200918738.53
6-D29PM	94694749505.2418	133314522014.534	91163944664.7262
6-D2AM	35124328279.9359	34232580070.0342	38321841099.3625
6-D2PM	14130758434.7205	26593969831.8713	25543020456.5552
6-D30AM	402326582701.174	375467102734.971	318081285530.829
