	B_caccae	B_cellulosilyticus_WH2	B_ovatus	B_thetaiotaomicron	B_uniformis	B_vulgatus	C_aerofaciens	C_scindens	C_spiroforme	P_distasonis	R_obeum
B_caccae	0.0	5.240176655273686	2.415602820502731	2.6574309373749156	4.494241497994268	5.083259161209079	7.0893546575223265	6.466381215433456	1.76152412048256	8.428402791525466	9.83229743836547
B_cellulosilyticus_WH2	1.7401160693883584	0.0	1.3722611924143657	2.0239620589708855	2.0325254912722808	4.100883256417161	7.0893546575223265	6.423388583140684	1.76152412048256	8.49169083927034	8.04128565780133
B_ovatus	0.7357097539479854	3.192428711744948	0.0	1.9961918789345712	3.4651475625799324	4.067670198005937	7.0893546575223265	6.466381215433456	1.76152412048256	8.14852358227031	9.83229743836547
B_thetaiotaomicron	0.6460166061838866	3.512608313665185	1.6646706142982879	0.0	3.1606362423660372	4.059608104169652	7.0893546575223265	6.7540081123608555	1.76152412048256	8.082560810048836	9.789304806072698
B_uniformis	1.820344049434951	2.858688628598291	2.4711431805753596	2.4981531249977484	0.0	4.514795810595183	6.758735128302152	5.805142156993113	1.430904591262388	8.237259485603072	7.753658760873929
B_vulgatus	0.7357097539479854	3.253394435041395	1.4000138572995884	1.7234730280995874	2.8411438518934085	0.0	6.094431024950549	5.43728728001912	1.430904591262388	6.523251625220991	8.448853598188332
C_aerofaciens	12.908109181041294	16.40816976692662	14.58800224759604	14.919523512232324	15.251387100380441	16.260734955730612	0.0	6.172696288006034	1.5970429809424802	19.631913770886964	9.279827680251262
C_scindens	11.963741826237767	15.420809779830318	13.64363489279251	14.262783054356195	13.97640021635674	15.282197298084519	5.851302375291372	0.0	1.2426930761796817	17.634722105126468	8.21249861025718
C_spiroforme	16.888376235983227	20.388436821868552	18.568269302537967	18.899790567174254	19.23165415532237	20.90530611402415	10.90514057292418	10.872184580876045	0.0	23.612180825828897	15.756083817057583
P_distasonis	1.0196287676968308	4.58297740132703	2.419642624996419	2.6852011174112302	3.5023829103337527	3.4620270086534473	6.404385223539354	4.728587470493524	1.0765546864995894	0.0	7.0758496853111295
R_obeum	10.86302396021234	12.572072765533527	12.542917026767086	12.831445659110598	11.458282731280121	13.827129527296298	4.491799678579165	3.7458645212997483	1.6599582234037857	15.515350230986645	0.0
