Csp_00001	iYS854.USA300HOU_RS11530	71.8	142	40	0	1	142	62	203	3.9e-53	204.9
Csp_00001	iNF517.LLMG_RS05380	73.9	142	37	0	1	142	64	205	3.3e-52	201.8
Csp_00001	iYO844.BSU39400	71.8	142	40	0	1	142	62	203	3.6e-51	198.4
Csp_00001	iCN900.CD630_12250	68.3	142	45	0	1	142	67	208	1.4e-50	196.4
Csp_00001	iLJ478.TM1653	69.0	142	44	0	1	142	62	203	5.8e-49	191.0
Csp_00001	iHN637.CLJU_RS08925	58.9	163	65	1	1	161	62	224	4.9e-48	188.0
Csp_00003	iCN900.CD630_26820	53.4	1185	530	10	1	1171	1	1177	0.0e+00	1235.7
Csp_00003	iHN637.CLJU_RS04605	53.6	1170	523	10	3	1164	2	1159	0.0e+00	1220.7
Csp_00003	iHN637.CLJU_RS14475	51.8	1169	552	8	1	1164	1	1162	0.0e+00	1171.0
Csp_00003	iNF517.LLMG_RS02275	50.2	1174	564	15	7	1171	4	1165	0.0e+00	1120.5
Csp_00005	iCN900.CD630_27150	60.6	297	110	2	1	297	1	290	1.5e-100	363.2
Csp_00005	iCN900.CD630_34880	60.3	297	111	3	1	297	1	290	4.1e-98	355.1
Csp_00005	iHN637.CLJU_RS16855	59.7	295	111	4	5	299	3	289	1.7e-96	349.7
Csp_00005	iYO844.BSU35670	56.6	297	122	2	3	299	2	291	2.3e-93	339.3
Csp_00005	iHN637.CLJU_RS02205	58.1	291	115	2	4	294	2	285	1.7e-91	333.2
Csp_00005	iYS854.USA300HOU_RS13545	55.8	292	122	2	3	294	2	286	1.4e-90	330.1
Csp_00008	iSbBS512_1146.SbBS512_E3389	40.9	328	190	3	1	326	23	348	1.2e-69	260.8
Csp_00008	iSF_1195.SF2954	40.9	328	190	3	1	326	23	348	1.2e-69	260.8
Csp_00008	iSSON_1240.SSON_3239	40.9	328	190	3	1	326	23	348	1.2e-69	260.8
Csp_00008	iML1515.b2957	40.5	328	191	3	1	326	23	348	2.0e-69	260.0
Csp_00008	STM_v1_0.STM3106	40.5	328	191	3	1	326	23	348	2.0e-69	260.0
Csp_00008	iSDY_1059.SDY_3115	40.9	328	190	3	1	326	23	348	2.0e-69	260.0
Csp_00008	iIT341.HP0723	38.7	328	197	3	1	326	5	330	1.3e-65	247.3
Csp_00008	iCN718.ABAYE_RS11115	41.5	330	186	7	3	326	27	355	3.0e-62	236.1
Csp_00009	iAF987.Gmet_2940	62.4	213	80	0	1	213	674	886	2.4e-74	275.8
Csp_00009	iHN637.CLJU_RS04010	62.7	209	78	0	1	209	662	870	5.4e-74	274.6
Csp_00009	iLJ478.TM0272	61.0	210	82	0	1	210	667	876	6.0e-73	271.2
Csp_00009	iAF692.Mbar_A1396	59.4	212	85	1	1	212	669	879	7.3e-71	264.2
Csp_00009	iCN900.CD630_24100	56.7	210	90	1	1	210	662	870	3.4e-68	255.4
Csp_00010	iHN637.CLJU_RS04010	62.0	618	234	1	2	619	4	620	2.7e-216	748.8
Csp_00010	iCN900.CD630_24100	60.2	618	244	2	3	619	4	620	1.2e-211	733.4
Csp_00010	iLJ478.TM0272	60.0	625	241	5	2	619	3	625	5.1e-207	718.0
Csp_00010	iAF987.Gmet_2940	57.0	633	254	5	2	619	3	632	2.5e-198	689.1
Csp_00016	iAF987.Gmet_1790	30.7	127	86	2	1	125	20	146	3.2e-15	78.6
Csp_00018	iYS854.USA300HOU_RS01730	40.7	145	73	6	8	140	92	235	8.2e-18	87.4
Csp_00021	iCHOv1.100752445	24.3	428	270	10	7	386	46	467	1.5e-22	104.8
Csp_00021	iMM1415.14411	24.1	428	271	10	7	386	50	471	2.5e-22	104.0
Csp_00021	iAT_PLT_636.6539	23.6	428	273	10	7	386	36	457	6.2e-21	99.4
Csp_00021	iMM1415.243616	23.8	483	311	11	5	437	43	518	6.2e-21	99.4
Csp_00021	iMM1415.240332	23.1	494	315	10	7	446	37	519	1.8e-20	97.8
Csp_00021	iMM1415.15567	23.1	412	263	7	4	364	76	484	1.5e-19	94.7
Csp_00024	iJN1463.PP_4653	37.2	433	263	1	1	433	1	424	3.5e-69	259.6
Csp_00024	iJN1463.PP_4284	36.2	436	269	1	3	438	23	449	3.2e-67	253.1
Csp_00024	iYO844.BSU06370	36.7	442	264	4	6	438	5	439	7.0e-62	235.3
Csp_00029	iCN900.CD630_13530	35.8	271	171	2	3	272	2	270	2.3e-47	186.4
Csp_00032	iCN718.ABAYE_RS17400	41.3	491	269	9	8	483	5	491	3.6e-99	359.4
Csp_00032	iAF987.Gmet_2497	38.9	494	280	8	5	485	4	488	8.2e-96	348.2
Csp_00032	iJN1463.PP_0417	37.6	495	291	8	6	487	2	491	7.0e-95	345.1
Csp_00032	iHN637.CLJU_RS07875	40.7	467	258	9	23	480	20	476	5.5e-92	335.5
Csp_00033	iHN637.CLJU_RS07880	59.4	187	74	2	1	186	1	186	1.4e-59	226.5
Csp_00034	iHN637.CLJU_RS07885	48.5	338	170	2	1	337	1	335	1.8e-81	300.1
Csp_00034	iAF987.Gmet_2495	45.7	352	173	2	1	337	1	349	3.2e-78	289.3
Csp_00035	iHN637.CLJU_RS07890	48.1	243	123	2	3	245	2	241	1.1e-57	220.7
Csp_00036	iHN637.CLJU_RS07895	39.6	212	108	5	1	197	1	207	9.8e-35	144.1
Csp_00037	iHN637.CLJU_RS07900	64.4	390	139	0	5	394	2	391	2.8e-150	528.9
Csp_00037	iAF987.Gmet_2482	59.6	391	158	0	1	391	3	393	6.2e-142	501.1
Csp_00037	iCN718.ABAYE_RS03585	57.9	392	165	0	5	396	17	408	1.6e-137	486.5
Csp_00037	iYS854.USA300HOU_RS06985	62.0	387	146	1	6	392	13	398	1.6e-137	486.5
Csp_00037	iNF517.LLMG_RS05280	61.6	380	146	0	3	382	7	386	6.6e-136	481.1
Csp_00037	iJN1463.PP_0083	57.9	385	162	0	5	389	13	397	1.9e-135	479.6
Csp_00038	iHN637.CLJU_RS07905	48.3	261	128	2	1	254	1	261	5.7e-64	241.5
Csp_00038	iAF987.Gmet_2477	47.2	246	128	2	12	255	17	262	4.5e-61	231.9
Csp_00039	iCN900.CD630_00500	58.1	482	198	3	1	479	1	481	7.2e-169	590.9
Csp_00046	iCN900.CD630_04310	24.6	513	300	13	3	474	5	471	3.6e-21	100.5
Csp_00049	iYO844.BSU30410	39.5	76	42	2	179	253	296	368	3.5e-04	43.1
Csp_00050	STM_v1_0.STM0247	47.0	217	112	1	1	214	1	217	3.2e-50	195.7
Csp_00050	iYL1228.KPN_00213	46.1	217	114	1	1	214	1	217	9.3e-50	194.1
Csp_00050	iSbBS512_1146.SbBS512_E0193	47.0	217	112	1	1	214	1	217	3.5e-49	192.2
Csp_00050	iSSON_1240.SSON_0213	47.0	217	112	1	1	214	1	217	3.5e-49	192.2
Csp_00050	iML1515.b0199	46.5	217	113	1	1	214	1	217	4.6e-49	191.8
Csp_00050	iSDY_1059.SDY_0218	46.5	217	113	1	1	214	1	217	6.0e-49	191.4
Csp_00050	iSF_1195.SF0190	46.5	217	113	1	1	214	1	217	1.7e-48	189.9
Csp_00050	iPC815.YPO1073	42.9	217	121	1	1	214	1	217	3.6e-46	182.2
Csp_00050	iIT341.HP1576	43.5	214	121	0	1	214	2	215	8.1e-46	181.0
Csp_00055	iYS854.USA300HOU_RS05715	22.6	235	153	9	4	224	332	551	2.1e-07	53.5
Csp_00060	iPC815.YPO3388	31.8	443	272	9	8	431	25	456	1.7e-51	201.1
Csp_00060	STM_v1_0.STM0203	33.3	429	270	9	16	432	33	457	1.5e-50	198.0
Csp_00060	iYL1228.KPN_00170	31.9	427	277	6	16	431	33	456	4.0e-48	189.9
Csp_00060	iSF_1195.SF0147	33.5	439	254	12	16	431	33	456	8.9e-48	188.7
Csp_00060	iML1515.b0155	33.5	439	254	12	16	431	33	456	1.2e-47	188.3
Csp_00060	iSSON_1240.SSON_0167	33.5	439	254	12	16	431	33	456	1.2e-47	188.3
Csp_00060	iSDY_1059.SDY_0171	33.3	439	255	12	16	431	33	456	1.5e-47	188.0
Csp_00060	iSbBS512_1146.SbBS512_E0147	33.3	439	255	12	16	431	33	456	3.4e-47	186.8
Csp_00061	iHN637.CLJU_RS11545	46.2	143	71	3	1	137	1	143	2.5e-32	135.6
Csp_00062	iYS854.USA300HOU_RS04050	29.0	283	196	3	3	283	2	281	8.6e-24	108.2
Csp_00062	iYS854.USA300HOU_RS07285	27.0	285	202	4	1	285	1	279	1.6e-22	104.0
Csp_00075	iLJ478.TM1845	38.9	592	323	15	96	659	214	794	9.3e-101	365.2
Csp_00078	iYO844.BSU30940	52.3	798	378	2	1	796	1	797	1.9e-243	839.3
Csp_00078	iCN900.CD630_08850	49.3	810	377	8	4	791	12	809	9.3e-222	767.3
Csp_00079	iYO844.BSU30980	44.0	611	332	4	7	613	11	615	5.3e-164	575.1
Csp_00079	iSynCJ816.SGL_RS12820	39.2	651	365	8	2	622	109	758	3.1e-148	522.7
Csp_00079	iPC815.YPO3942	42.2	625	341	6	1	612	104	721	1.6e-147	520.4
Csp_00079	iJN1463.PP_4058	40.7	627	358	5	2	615	109	734	3.5e-147	519.2
Csp_00082	iYO844.BSU09310	49.8	574	278	7	1	564	1	574	3.6e-159	558.9
Csp_00083	iHN637.CLJU_RS15680	38.2	165	100	1	2	164	6	170	4.1e-15	78.6
Csp_00083	iSDY_1059.SDY_1340	33.1	169	107	3	1	165	30	196	5.9e-14	74.7
Csp_00083	iML1515.b1270	32.5	169	108	3	1	165	30	196	1.0e-13	73.9
Csp_00083	iAF987.Gmet_1573	34.7	173	98	6	2	164	8	175	1.0e-13	73.9
Csp_00083	iSSON_1240.SSON_1873	32.5	169	108	3	1	165	30	196	1.0e-13	73.9
Csp_00083	iYL1228.KPN_01266	33.1	169	107	3	1	165	30	196	2.3e-13	72.8
Csp_00083	iSF_1195.SF1272	32.0	169	109	3	1	165	30	196	2.3e-13	72.8
Csp_00085	iYS854.USA300HOU_RS05395	59.0	83	34	0	3	85	2	84	6.0e-21	97.1
Csp_00085	iNF517.LLMG_RS00670	58.4	89	36	1	1	89	1	88	5.6e-19	90.5
